TF	Genotype	Tissue	direction	goid	goname	n	p-value	B73v4.gid	W22.gid
gras52	gras52-m1	embryo_imbibed	up	GO:0051213	dioxygenase activity	3	0.015874709	"Zm00001d000128,Zm00001d012991,Zm00001d028647"	"Zm00004b007590,Zm00004b010978,Zm00004b001135"
gras52	gras52-m1	embryo_imbibed	up	GO:0051764	actin crosslink formation	1	0.042450066	Zm00001d051688	Zm00004b022539
gras52	gras52-m1	embryo_imbibed	up	GO:0052689	carboxylic ester hydrolase activity	6	0.027727793	"Zm00001d013461,Zm00001d021961,Zm00001d024645,Zm00001d041912,Zm00001d045264,Zm00001d046136"	"Zm00004b011406,Zm00004b037175,Zm00004b038880,Zm00004b017619,Zm00004b031876,Zm00004b032547"
gras52	gras52-m1	embryo_imbibed	up	GO:0052889	9/9'-di-cis-zeta-carotene desaturation to 7/9/7'/9'-tetra-cis-lycopene	3	0.017665741	"Zm00001d002680,Zm00001d021961,Zm00001d045264"	"Zm00004b006627,Zm00004b037175,Zm00004b031876"
gras52	gras52-m1	embryo_imbibed	up	GO:0060178	regulation of exocyst localization	1	0.042450066	Zm00001d006454	Zm00004b009583
gras52	gras52-m1	embryo_imbibed	up	GO:0070840	dynein complex binding	1	0.042450066	Zm00001d028086	Zm00004b000682
gras52	gras52-m1	embryo_imbibed	up	GO:0071332	cellular response to fructose stimulus	1	0.042450066	Zm00001d003817	Zm00004b007561
gras52	gras52-m1	embryo_imbibed	up	GO:1901657	glycosyl compound metabolic process	3	0.007351614	"Zm00001d008435,Zm00001d021119,Zm00001d037918"	"Zm00004b024778,Zm00004b036483,Zm00004b030376"
gras52	gras52-m1	embryo_imbibed	up	GO:1902000	homogentisate catabolic process	2	0.006502898	"Zm00001d045610,Zm00001d053663"	"Zm00004b032181,Zm00004b024184"
gras52	gras52-m1	embryo_imbibed	up	GO:1990234	transferase complex	2	0.008975477	"Zm00001d014948,Zm00001d051043"	"Zm00004b012640,Zm00004b022007"
gras75	gras75-m1	embryo_imbibed	down	GO:0000347	THO complex	5	0.001227724	"Zm00001d010406,Zm00001d010611,Zm00001d037781,Zm00001d041606,Zm00001d049190"	"Zm00004b026300,Zm00004b026471,Zm00004b030283,Zm00004b017392,Zm00004b020562"
gras75	gras75-m1	embryo_imbibed	down	GO:0002679	respiratory burst involved in defense response	31	2.91E-06	"Zm00001d001769,Zm00001d001774,Zm00001d002498,Zm00001d005766,Zm00001d005892,Zm00001d005936,Zm00001d009106,Zm00001d010956,Zm00001d011403,Zm00001d012427,Zm00001d013208,Zm00001d017466,Zm00001d022044,Zm00001d026657,Zm00001d029586,Zm00001d029940,Zm00001d030858,Zm00001d033718,Zm00001d033745,Zm00001d035455,Zm00001d036726,Zm00001d039245,Zm00001d042934,Zm00001d043205,Zm00001d044368,Zm00001d045051,Zm00001d047334,Zm00001d052189,Zm00001d052578,Zm00001d053433,Zm00001d053746"	"Zm00004b005873,Zm00004b005878,Zm00004b006470,Zm00004b009018,Zm00004b009125,Zm00004b009165,Zm00004b025293,Zm00004b026750,Zm00004b027131,Zm00004b027954,Zm00004b011195,Zm00004b014591,Zm00004b037229,Zm00004b040601,Zm00004b001868,Zm00004b002126,Zm00004b002722,Zm00004b004910,Zm00004b004926,Zm00004b028604,Zm00004b029470,Zm00004b015576,Zm00004b018523,Zm00004b018741,Zm00004b019767,Zm00004b031698,Zm00004b033511,Zm00004b022979,Zm00004b023317,Zm00004b024023,Zm00004b024254"
gras75	gras75-m1	embryo_imbibed	down	GO:0003885	D-arabinono-1/4-lactone oxidase activity	4	0.02077161	"Zm00001d004539,Zm00001d010726,Zm00001d013175,Zm00001d024926"	"Zm00004b008112,Zm00004b026562,Zm00004b011163,Zm00004b039133"
gras75	gras75-m1	embryo_imbibed	down	GO:0004126	cytidine deaminase activity	2	0.038099488	"Zm00001d005459,Zm00001d019280"	"Zm00004b008784,Zm00004b035172"
gras75	gras75-m1	embryo_imbibed	down	GO:0005274	allantoin:proton symporter activity	2	0.038099488	"Zm00001d035214,Zm00001d041748"	"Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0006073	cellular glucan metabolic process	5	0.048040948	"Zm00001d002410,Zm00001d010157,Zm00001d029164,Zm00001d033910,Zm00001d047970"	"Zm00004b006391,Zm00004b026100,Zm00004b001535,Zm00004b005042,Zm00004b036764"
gras75	gras75-m1	embryo_imbibed	down	GO:0006112	energy reserve metabolic process	2	0.016387885	"Zm00001d004125,Zm00001d028733"	"Zm00004b007797,Zm00004b001204"
gras75	gras75-m1	embryo_imbibed	down	GO:0006268	DNA unwinding involved in DNA replication	6	0.001139951	"Zm00001d010406,Zm00001d010611,Zm00001d027801,Zm00001d037781,Zm00001d041606,Zm00001d049190"	"Zm00004b026300,Zm00004b026471,Zm00004b000458,Zm00004b030283,Zm00004b017392,Zm00004b020562"
gras75	gras75-m1	embryo_imbibed	down	GO:0008194	UDP-glycosyltransferase activity	20	0.001313071	"Zm00001d000237,Zm00001d002063,Zm00001d002521,Zm00001d006683,Zm00001d008795,Zm00001d011649,Zm00001d012782,Zm00001d013244,Zm00001d021736,Zm00001d029620,Zm00001d031209,Zm00001d033385,Zm00001d034508,Zm00001d037207,Zm00001d037721,Zm00001d039607,Zm00001d039643,Zm00001d044106,Zm00001d044828,Zm00001d052292"	"Zm00004b006647,Zm00004b006110,Zm00004b006492,Zm00004b009775,Zm00004b025044,Zm00004b027323,Zm00004b028272,Zm00004b011227,Zm00004b036999,Zm00004b001902,Zm00004b002966,Zm00004b004628,Zm00004b005476,Zm00004b029837,Zm00004b030224,Zm00004b015916,Zm00004b015950,Zm00004b019541,Zm00004b031536,Zm00004b023066"
gras75	gras75-m1	embryo_imbibed	down	GO:0008892	guanine deaminase activity	2	0.038099488	"Zm00001d005459,Zm00001d019280"	"Zm00004b008784,Zm00004b035172"
gras75	gras75-m1	embryo_imbibed	down	GO:0008899	homoserine O-succinyltransferase activity	2	0.016387885	"Zm00001d013532,Zm00001d033539"	"Zm00004b011470,Zm00004b004768"
gras75	gras75-m1	embryo_imbibed	down	GO:0009612	response to mechanical stimulus	14	0.012389428	"Zm00001d001774,Zm00001d010956,Zm00001d017466,Zm00001d026657,Zm00001d029586,Zm00001d029940,Zm00001d030858,Zm00001d035455,Zm00001d036726,Zm00001d039524,Zm00001d043420,Zm00001d045051,Zm00001d047334,Zm00001d053746"	"Zm00004b005878,Zm00004b026750,Zm00004b014591,Zm00004b040601,Zm00004b001868,Zm00004b002126,Zm00004b002722,Zm00004b028604,Zm00004b029470,Zm00004b015835,Zm00004b018936,Zm00004b031698,Zm00004b033511,Zm00004b024254"
gras75	gras75-m1	embryo_imbibed	down	GO:0009685	gibberellin metabolic process	3	0.018912203	"Zm00001d032223,Zm00001d036726,Zm00001d053746"	"Zm00004b003694,Zm00004b029470,Zm00004b024254"
gras75	gras75-m1	embryo_imbibed	down	GO:0009693	ethylene biosynthetic process	22	0.003194068	"Zm00001d001774,Zm00001d002535,Zm00001d003533,Zm00001d005892,Zm00001d005936,Zm00001d009177,Zm00001d010956,Zm00001d012427,Zm00001d013398,Zm00001d017457,Zm00001d018155,Zm00001d026657,Zm00001d035455,Zm00001d039487,Zm00001d040735,Zm00001d042056,Zm00001d042934,Zm00001d044368,Zm00001d052066,Zm00001d052122,Zm00001d052189,Zm00001d052578"	"Zm00004b005878,Zm00004b006503,Zm00004b007348,Zm00004b009125,Zm00004b009165,Zm00004b025346,Zm00004b026750,Zm00004b027954,Zm00004b011350,Zm00004b014584,Zm00004b015202,Zm00004b040601,Zm00004b028604,Zm00004b015803,Zm00004b016809,Zm00004b017740,Zm00004b018523,Zm00004b019767,Zm00004b022860,Zm00004b022911,Zm00004b022979,Zm00004b023317"
gras75	gras75-m1	embryo_imbibed	down	GO:0009743	response to carbohydrate	67	5.03E-05	"Zm00001d001769,Zm00001d001774,Zm00001d002424,Zm00001d002498,Zm00001d003533,Zm00001d005766,Zm00001d005936,Zm00001d006701,Zm00001d009106,Zm00001d010115,Zm00001d010759,Zm00001d010956,Zm00001d011403,Zm00001d011833,Zm00001d012427,Zm00001d013208,Zm00001d015434,Zm00001d015884,Zm00001d016950,Zm00001d017284,Zm00001d017466,Zm00001d017612,Zm00001d021774,Zm00001d022044,Zm00001d022647,Zm00001d024324,Zm00001d025379,Zm00001d025957,Zm00001d026657,Zm00001d027708,Zm00001d029586,Zm00001d029940,Zm00001d030613,Zm00001d030858,Zm00001d032102,Zm00001d033718,Zm00001d033745,Zm00001d034109,Zm00001d035266,Zm00001d035455,Zm00001d036726,Zm00001d038471,Zm00001d038576,Zm00001d039245,Zm00001d039487,Zm00001d039524,Zm00001d042056,Zm00001d042934,Zm00001d043043,Zm00001d043205,Zm00001d044368,Zm00001d045051,Zm00001d047334,Zm00001d047883,Zm00001d048311,Zm00001d048358,Zm00001d051460,Zm00001d051461,Zm00001d052066,Zm00001d052189,Zm00001d052530,Zm00001d052578,Zm00001d053120,Zm00001d053236,Zm00001d053433,Zm00001d053612,Zm00001d053746"	"Zm00004b005873,Zm00004b005878,Zm00004b006404,Zm00004b006470,Zm00004b007348,Zm00004b009018,Zm00004b009165,Zm00004b009784,Zm00004b025293,Zm00004b026068,Zm00004b026590,Zm00004b026750,Zm00004b027131,Zm00004b027494,Zm00004b027954,Zm00004b011195,Zm00004b013012,Zm00004b013319,Zm00004b014177,Zm00004b014433,Zm00004b014591,Zm00004b014716,Zm00004b037027,Zm00004b037229,Zm00004b037728,Zm00004b038626,Zm00004b039504,Zm00004b039981,Zm00004b040601,Zm00004b000390,Zm00004b001868,Zm00004b002126,Zm00004b002563,Zm00004b002722,Zm00004b003599,Zm00004b004910,Zm00004b004926,Zm00004b005205,Zm00004b028539,Zm00004b028604,Zm00004b029470,Zm00004b030810,Zm00004b030892,Zm00004b015576,Zm00004b015803,Zm00004b015835,Zm00004b017740,Zm00004b018523,Zm00004b018605,Zm00004b018741,Zm00004b019767,Zm00004b031698,Zm00004b033511,Zm00004b034003,Zm00004b034384,Zm00004b034434,Zm00004b022330,Zm00004b022332,Zm00004b022860,Zm00004b022979,Zm00004b023281,Zm00004b023317,Zm00004b023763,Zm00004b023878,Zm00004b024023,Zm00004b024134,Zm00004b024254"
gras75	gras75-m1	embryo_imbibed	down	GO:0009972	cytidine deamination	2	0.038099488	"Zm00001d005459,Zm00001d019280"	"Zm00004b008784,Zm00004b035172"
gras75	gras75-m1	embryo_imbibed	down	GO:0010117	photoprotection	3	0.044398115	"Zm00001d029586,Zm00001d030858,Zm00001d047334"	"Zm00004b001868,Zm00004b002722,Zm00004b033511"
gras75	gras75-m1	embryo_imbibed	down	GO:0010200	response to chitin	70	0.002635334	"Zm00001d001769,Zm00001d001774,Zm00001d002424,Zm00001d002498,Zm00001d002535,Zm00001d003533,Zm00001d005766,Zm00001d005892,Zm00001d005936,Zm00001d006330,Zm00001d006701,Zm00001d009106,Zm00001d009328,Zm00001d010115,Zm00001d010759,Zm00001d010956,Zm00001d011403,Zm00001d011833,Zm00001d012427,Zm00001d013208,Zm00001d015434,Zm00001d015884,Zm00001d016736,Zm00001d017466,Zm00001d017612,Zm00001d021774,Zm00001d022044,Zm00001d022647,Zm00001d024324,Zm00001d025379,Zm00001d025957,Zm00001d026657,Zm00001d027708,Zm00001d028711,Zm00001d029586,Zm00001d029940,Zm00001d030613,Zm00001d030858,Zm00001d032102,Zm00001d033718,Zm00001d033745,Zm00001d034109,Zm00001d035455,Zm00001d036726,Zm00001d038471,Zm00001d038576,Zm00001d039245,Zm00001d039487,Zm00001d039524,Zm00001d042056,Zm00001d042934,Zm00001d043043,Zm00001d043205,Zm00001d044368,Zm00001d045051,Zm00001d047334,Zm00001d047883,Zm00001d048311,Zm00001d051460,Zm00001d051461,Zm00001d052066,Zm00001d052189,Zm00001d052530,Zm00001d052578,Zm00001d053120,Zm00001d053236,Zm00001d053433,Zm00001d053612,Zm00001d053746,Zm00001d054074"	"Zm00004b005873,Zm00004b005878,Zm00004b006404,Zm00004b006470,Zm00004b006503,Zm00004b007348,Zm00004b009018,Zm00004b009125,Zm00004b009165,Zm00004b009479,Zm00004b009784,Zm00004b025293,Zm00004b025454,Zm00004b026068,Zm00004b026590,Zm00004b026750,Zm00004b027131,Zm00004b027494,Zm00004b027954,Zm00004b011195,Zm00004b013012,Zm00004b013319,Zm00004b013992,Zm00004b014591,Zm00004b014716,Zm00004b037027,Zm00004b037229,Zm00004b037728,Zm00004b038626,Zm00004b039504,Zm00004b039981,Zm00004b040601,Zm00004b000390,Zm00004b001190,Zm00004b001868,Zm00004b002126,Zm00004b002563,Zm00004b002722,Zm00004b003599,Zm00004b004910,Zm00004b004926,Zm00004b005205,Zm00004b028604,Zm00004b029470,Zm00004b030810,Zm00004b030892,Zm00004b015576,Zm00004b015803,Zm00004b015835,Zm00004b017740,Zm00004b018523,Zm00004b018605,Zm00004b018741,Zm00004b019767,Zm00004b031698,Zm00004b033511,Zm00004b034003,Zm00004b034384,Zm00004b022330,Zm00004b022332,Zm00004b022860,Zm00004b022979,Zm00004b023281,Zm00004b023317,Zm00004b023763,Zm00004b023878,Zm00004b024023,Zm00004b024134,Zm00004b024254,Zm00004b024508"
gras75	gras75-m1	embryo_imbibed	down	GO:0015211	purine nucleoside transmembrane transporter activity	2	0.038099488	"Zm00001d005933,Zm00001d019430"	"Zm00004b009162,Zm00004b035293"
gras75	gras75-m1	embryo_imbibed	down	GO:0015294	solute:cation symporter activity	3	0.002811159	"Zm00001d022037,Zm00001d035214,Zm00001d041748"	"Zm00004b037220,Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0015505	uracil:cation symporter activity	2	0.016387885	"Zm00001d035214,Zm00001d041748"	"Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0015720	allantoin transport	2	0.016387885	"Zm00001d035214,Zm00001d041748"	"Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0015857	uracil transport	2	0.016387885	"Zm00001d035214,Zm00001d041748"	"Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0015931	nucleobase-containing compound transport	4	0.038418409	"Zm00001d000434,Zm00001d022037,Zm00001d035214,Zm00001d041748"	"Zm00004b030473,Zm00004b037220,Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0015932	nucleobase-containing compound transmembrane transporter activity	6	0.003374505	"Zm00001d000434,Zm00001d005933,Zm00001d022037,Zm00001d026042,Zm00001d035214,Zm00001d041748"	"Zm00004b030473,Zm00004b009162,Zm00004b037220,Zm00004b040045,Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0016645	oxidoreductase activity/ acting on the CH-NH group of donors	4	0.038418409	"Zm00001d020984,Zm00001d039520,Zm00001d043293,Zm00001d047124"	"Zm00004b036400,Zm00004b015831,Zm00004b018828,Zm00004b033356"
gras75	gras75-m1	embryo_imbibed	down	GO:0019281	L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine	2	0.016387885	"Zm00001d013532,Zm00001d033539"	"Zm00004b011470,Zm00004b004768"
gras75	gras75-m1	embryo_imbibed	down	GO:0031640	killing of cells of other organism	4	0.009266551	"Zm00001d021843,Zm00001d024303,Zm00001d031158,Zm00001d043121"	"Zm00004b037086,Zm00004b038610,Zm00004b002932,Zm00004b018670"
gras75	gras75-m1	embryo_imbibed	down	GO:0033320	UDP-D-xylose biosynthetic process	3	0.036969861	"Zm00001d009908,Zm00001d028653,Zm00001d037934"	"Zm00004b025894,Zm00004b001138,Zm00004b030387"
gras75	gras75-m1	embryo_imbibed	down	GO:0035264	multicellular organism growth	3	0.036969861	"Zm00001d029586,Zm00001d030858,Zm00001d047334"	"Zm00004b001868,Zm00004b002722,Zm00004b033511"
gras75	gras75-m1	embryo_imbibed	down	GO:0042221	response to chemical	76	0.002108106	"Zm00001d003626,Zm00001d005018,Zm00001d005208,Zm00001d005609,Zm00001d005936,Zm00001d007329,Zm00001d008377,Zm00001d008528,Zm00001d008794,Zm00001d009066,Zm00001d011403,Zm00001d011543,Zm00001d011649,Zm00001d012782,Zm00001d012994,Zm00001d013099,Zm00001d013151,Zm00001d013565,Zm00001d014405,Zm00001d015767,Zm00001d016154,Zm00001d016342,Zm00001d016736,Zm00001d016950,Zm00001d017284,Zm00001d018064,Zm00001d018811,Zm00001d019698,Zm00001d021629,Zm00001d022424,Zm00001d023936,Zm00001d024725,Zm00001d024726,Zm00001d024839,Zm00001d025860,Zm00001d027708,Zm00001d028368,Zm00001d028809,Zm00001d028995,Zm00001d031726,Zm00001d033559,Zm00001d033799,Zm00001d034365,Zm00001d034463,Zm00001d034601,Zm00001d035236,Zm00001d035440,Zm00001d036918,Zm00001d037607,Zm00001d037689,Zm00001d037721,Zm00001d038023,Zm00001d038451,Zm00001d038471,Zm00001d038551,Zm00001d039245,Zm00001d039513,Zm00001d039531,Zm00001d039532,Zm00001d040594,Zm00001d041604,Zm00001d042721,Zm00001d042768,Zm00001d043043,Zm00001d043420,Zm00001d043988,Zm00001d044860,Zm00001d045203,Zm00001d045470,Zm00001d048020,Zm00001d048948,Zm00001d049055,Zm00001d049664,Zm00001d050899,Zm00001d052189,Zm00001d054074"	"Zm00004b007417,Zm00004b008476,Zm00004b008605,Zm00004b008890,Zm00004b009165,Zm00004b010260,Zm00004b024724,Zm00004b024849,Zm00004b025043,Zm00004b025270,Zm00004b027131,Zm00004b027237,Zm00004b027323,Zm00004b028272,Zm00004b010983,Zm00004b011102,Zm00004b011149,Zm00004b011503,Zm00004b012194,Zm00004b013236,Zm00004b013523,Zm00004b013679,Zm00004b013992,Zm00004b014177,Zm00004b014433,Zm00004b015130,Zm00004b034799,Zm00004b035465,Zm00004b036903,Zm00004b037616,Zm00004b038298,Zm00004b038954,Zm00004b038955,Zm00004b039061,Zm00004b039897,Zm00004b000390,Zm00004b000910,Zm00004b001271,Zm00004b001409,Zm00004b003316,Zm00004b004785,Zm00004b004961,Zm00004b005360,Zm00004b005441,Zm00004b005560,Zm00004b028510,Zm00004b028589,Zm00004b029616,Zm00004b030126,Zm00004b030196,Zm00004b030224,Zm00004b030457,Zm00004b030791,Zm00004b030810,Zm00004b030877,Zm00004b015576,Zm00004b015823,Zm00004b015844,Zm00004b015845,Zm00004b016694,Zm00004b017389,Zm00004b018345,Zm00004b018387,Zm00004b018605,Zm00004b018936,Zm00004b019441,Zm00004b031557,Zm00004b031823,Zm00004b032061,Zm00004b034124,Zm00004b020372,Zm00004b020446,Zm00004b020959,Zm00004b021904,Zm00004b022979,Zm00004b024508"
gras75	gras75-m1	embryo_imbibed	down	GO:0042555	MCM complex	7	2.07E-04	"Zm00001d010406,Zm00001d010611,Zm00001d037781,Zm00001d039718,Zm00001d041606,Zm00001d049190,Zm00001d052021"	"Zm00004b026300,Zm00004b026471,Zm00004b030283,Zm00004b016019,Zm00004b017392,Zm00004b020562,Zm00004b022817"
gras75	gras75-m1	embryo_imbibed	down	GO:0042906	xanthine transport	2	0.016387885	"Zm00001d035214,Zm00001d041748"	"Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0042907	xanthine transmembrane transporter activity	2	0.016387885	"Zm00001d035214,Zm00001d041748"	"Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0043036	starch grain	2	0.038099488	"Zm00001d027532,Zm00001d048349"	"Zm00004b000260,Zm00004b034426"
gras75	gras75-m1	embryo_imbibed	down	GO:0043617	cellular response to sucrose starvation	2	0.038099488	"Zm00001d007892,Zm00001d045675"	"Zm00004b010726,Zm00004b032230"
gras75	gras75-m1	embryo_imbibed	down	GO:0046578	regulation of Ras protein signal transduction	2	0.038099488	"Zm00001d012563,Zm00001d039991"	"Zm00004b028091,Zm00004b016245"
gras75	gras75-m1	embryo_imbibed	down	GO:0050625	2-hydroxy-1/4-benzoquinone reductase activity	2	0.016387885	"Zm00001d012607,Zm00001d043249"	"Zm00004b028126,Zm00004b018782"
gras75	gras75-m1	embryo_imbibed	down	GO:0071705	nitrogen compound transport	3	0.036969861	"Zm00001d017461,Zm00001d035214,Zm00001d041748"	"Zm00004b014588,Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0071944	cell periphery	7	0.04287695	"Zm00001d008334,Zm00001d008819,Zm00001d022460,Zm00001d036740,Zm00001d040649,Zm00001d046580,Zm00001d052039"	"Zm00004b024693,Zm00004b025062,Zm00004b037583,Zm00004b029480,Zm00004b016740,Zm00004b032892,Zm00004b022835"
gras75	gras75-m1	embryo_imbibed	down	GO:0072531	pyrimidine-containing compound transmembrane transport	2	0.016387885	"Zm00001d035214,Zm00001d041748"	"Zm00004b028481,Zm00004b017495"
gras75	gras75-m1	embryo_imbibed	down	GO:0098754	detoxification	2	0.016387885	"Zm00001d025081,Zm00001d054093"	"Zm00004b039268,Zm00004b024528"
gras75	gras75-m1	embryo_imbibed	down	GO:2000904	regulation of starch metabolic process	3	0.044398115	"Zm00001d027532,Zm00001d031602,Zm00001d048349"	"Zm00004b000260,Zm00004b003241,Zm00004b034426"
gras75	gras75-m1	embryo_imbibed	up	GO:0003939	L-iditol 2-dehydrogenase activity	1	0.033973555	Zm00001d031727	Zm00004b003317
gras75	gras75-m1	embryo_imbibed	up	GO:0004104	cholinesterase activity	1	0.022778571	Zm00001d021961	Zm00004b037175
gras75	gras75-m1	embryo_imbibed	up	GO:0004560	alpha-L-fucosidase activity	2	0.010848961	"Zm00001d021961,Zm00001d045264"	"Zm00004b037175,Zm00004b031876"
gras75	gras75-m1	embryo_imbibed	up	GO:0005227	calcium activated cation channel activity	1	0.022778571	Zm00001d009771	Zm00004b025800
gras75	gras75-m1	embryo_imbibed	up	GO:0006167	AMP biosynthetic process	1	0.045040961	Zm00001d003017	Zm00004b006929
gras75	gras75-m1	embryo_imbibed	up	GO:0008429	phosphatidylethanolamine binding	2	0.035427362	"Zm00001d003226,Zm00001d023420"	"Zm00004b007097,Zm00004b037910"
gras75	gras75-m1	embryo_imbibed	up	GO:0008696	4-amino-4-deoxychorismate lyase activity	1	0.033973555	Zm00001d039264	Zm00004b015592
gras75	gras75-m1	embryo_imbibed	up	GO:0009204	deoxyribonucleoside triphosphate catabolic process	1	0.045040961	Zm00001d006047	Zm00004b009249
gras75	gras75-m1	embryo_imbibed	up	GO:0009408	response to heat	14	0.02223206	"Zm00001d008577,Zm00001d009950,Zm00001d028362,Zm00001d028557,Zm00001d031129,Zm00001d033591,Zm00001d033872,Zm00001d037717,Zm00001d044426,Zm00001d044728,Zm00001d046471,Zm00001d047542,Zm00001d047573,Zm00001d052194"	"Zm00004b024882,Zm00004b025936,Zm00004b000905,Zm00004b001072,Zm00004b002911,Zm00004b004809,Zm00004b005011,Zm00004b030219,Zm00004b019811,Zm00004b031459,Zm00004b032799,Zm00004b033707,Zm00004b033724,Zm00004b022985"
gras75	gras75-m1	embryo_imbibed	up	GO:0009644	response to high light intensity	14	0.001038862	"Zm00001d008577,Zm00001d009700,Zm00001d028362,Zm00001d028557,Zm00001d031129,Zm00001d033591,Zm00001d033872,Zm00001d035818,Zm00001d044426,Zm00001d044728,Zm00001d046471,Zm00001d047542,Zm00001d047847,Zm00001d052194"	"Zm00004b024882,Zm00004b025735,Zm00004b000905,Zm00004b001072,Zm00004b002911,Zm00004b004809,Zm00004b005011,Zm00004b028867,Zm00004b019811,Zm00004b031459,Zm00004b032799,Zm00004b033707,Zm00004b033977,Zm00004b022985"
gras75	gras75-m1	embryo_imbibed	up	GO:0009759	indole glucosinolate biosynthetic process	1	0.045040961	Zm00001d030851	Zm00004b002716
gras75	gras75-m1	embryo_imbibed	up	GO:0009914	hormone transport	2	0.019637408	"Zm00001d039481,Zm00001d047573"	"Zm00004b015799,Zm00004b033724"
gras75	gras75-m1	embryo_imbibed	up	GO:0010118	stomatal movement	5	0.04421215	"Zm00001d006293,Zm00001d016915,Zm00001d022272,Zm00001d022391,Zm00001d028249"	"Zm00004b009450,Zm00004b014147,Zm00004b037426,Zm00004b037517,Zm00004b000817"
gras75	gras75-m1	embryo_imbibed	up	GO:0010286	heat acclimation	8	0.003489911	"Zm00001d008577,Zm00001d009700,Zm00001d028557,Zm00001d030851,Zm00001d044728,Zm00001d047573,Zm00001d051511,Zm00001d052194"	"Zm00004b024882,Zm00004b025735,Zm00004b001072,Zm00004b002716,Zm00004b031459,Zm00004b033724,Zm00004b022371,Zm00004b022985"
gras75	gras75-m1	embryo_imbibed	up	GO:0015291	secondary active transmembrane transporter activity	2	0.040598388	"Zm00001d021519,Zm00001d026156"	"Zm00004b036805,Zm00004b040142"
gras75	gras75-m1	embryo_imbibed	up	GO:0016761	cellulose synthase (GDP-forming) activity	1	0.022778571	Zm00001d039660	Zm00004b015965
gras75	gras75-m1	embryo_imbibed	up	GO:0016833	oxo-acid-lyase activity	1	0.045040961	Zm00001d039264	Zm00004b015592
gras75	gras75-m1	embryo_imbibed	up	GO:0017102	methionyl glutamyl tRNA synthetase complex	1	0.045040961	Zm00001d024966	Zm00004b039166
gras75	gras75-m1	embryo_imbibed	up	GO:0019135	deoxyhypusine monooxygenase activity	1	0.022778571	Zm00001d051890	Zm00004b022721
gras75	gras75-m1	embryo_imbibed	up	GO:0019863	IgE binding	2	0.003492336	"Zm00001d021961,Zm00001d045264"	"Zm00004b037175,Zm00004b031876"
gras75	gras75-m1	embryo_imbibed	up	GO:0030200	heparan sulfate proteoglycan catabolic process	1	0.022778571	Zm00001d028187	Zm00004b000763
gras75	gras75-m1	embryo_imbibed	up	GO:0030951	establishment or maintenance of microtubule cytoskeleton polarity	1	0.022778571	Zm00001d012525	Zm00004b028053
gras75	gras75-m1	embryo_imbibed	up	GO:0032879	regulation of localization	1	0.033973555	Zm00001d025821	Zm00004b039867
gras75	gras75-m1	embryo_imbibed	up	GO:0032942	inositol tetrakisphosphate 2-kinase activity	1	0.022778571	Zm00001d026514	Zm00004b040471
gras75	gras75-m1	embryo_imbibed	up	GO:0032958	inositol phosphate biosynthetic process	1	0.033973555	Zm00001d026514	Zm00004b040471
gras75	gras75-m1	embryo_imbibed	up	GO:0033947	mannosylglycoprotein endo-beta-mannosidase activity	1	0.045040961	Zm00001d038104	Zm00004b030516
gras75	gras75-m1	embryo_imbibed	up	GO:0034203	glycolipid translocation	1	0.022778571	Zm00001d006384	Zm00004b009531
gras75	gras75-m1	embryo_imbibed	up	GO:0034976	response to endoplasmic reticulum stress	9	0.043945062	"Zm00001d008577,Zm00001d028362,Zm00001d028557,Zm00001d033591,Zm00001d038553,Zm00001d044728,Zm00001d046471,Zm00001d047542,Zm00001d052194"	"Zm00004b024882,Zm00004b000905,Zm00004b001072,Zm00004b004809,Zm00004b030879,Zm00004b031459,Zm00004b032799,Zm00004b033707,Zm00004b022985"
gras75	gras75-m1	embryo_imbibed	up	GO:0035107	appendage morphogenesis	1	0.045040961	Zm00001d028463	Zm00004b001009
gras75	gras75-m1	embryo_imbibed	up	GO:0035371	microtubule plus-end	1	0.022778571	Zm00001d012525	Zm00004b028053
gras75	gras75-m1	embryo_imbibed	up	GO:0035970	peptidyl-threonine dephosphorylation	1	0.022778571	Zm00001d025340	Zm00004b039467
